,MovieID,Title,Genres,Release Year
596,599,The Wild Bunch,Western,1969
597,600,Love and a .45,Thriller,1994
598,601,The Wooden Man's Bride (Wu Kui),Drama,1994
599,602,A Great Day in Harlem,Documentary,1994
600,603,"Bye Bye, Love",Comedy,1995
601,604,Criminals,Documentary,1996
602,605,One Fine Day,Drama|Romance,1996
603,606,Candyman: Farewell to the Flesh,Horror,1995
604,607,Century,Drama,1993
605,608,Fargo,Crime|Drama|Thriller,1996
606,609,Homeward Bound II: Lost in San Francisco,Adventure|Children's,1996
607,610,Heavy Metal,Action|Adventure|Animation|Horror|Sci-Fi,1981
608,611,Hellraiser: Bloodline,Action|Horror|Sci-Fi,1996
609,612,The Pallbearer,Comedy,1996
610,613,Jane Eyre,Drama|Romance,1996
611,614,Loaded,Drama|Thriller,1994
612,615,Bread and Chocolate (Pane e cioccolata),Drama,1973
613,616,The Aristocats,Animation|Children's,1970
614,617,The Flower of My Secret (La Flor de Mi Secreto),Drama,1995
615,618,Two Much,Comedy|Romance,1996
616,619,Ed,Comedy,1996
617,620,Scream of Stone (Schrei aus Stein),Drama,1991
618,621,My Favorite Season,Drama,1993
619,623,A Modern Affair,Romance,1995
620,624,Condition Red,Action|Drama|Thriller,1995
621,625,Asfour Stah,Drama,1990
622,626,A Thin Line Between Love and Hate,Comedy,1996
623,627,The Last Supper,Drama|Thriller,1995
624,628,Primal Fear,Drama|Thriller,1996
625,629,Rude,Drama,1995
626,630,Carried Away,Drama|Romance,1996
627,631,All Dogs Go to Heaven 2,Animation|Children's|Musical,1996
628,632,Land and Freedom (Tierra y libertad),War,1995
629,633,Denise Calls Up,Comedy,1995
630,634,Theodore Rex,Comedy,1995
631,635,A Family Thing,Comedy|Drama,1996
632,636,Frisk,Drama,1995
633,637,Sgt. Bilko,Comedy,1996
634,638,Jack and Sarah,Romance,1995
635,639,Girl 6,Comedy,1996
636,640,Diabolique,Drama|Thriller,1996
637,641,"Little Indian, Big City (Un indien dans la ville)",Comedy,1994
638,642,Roula,Drama,1995
639,643,Peanuts - Die Bank zahlt alles,Comedy,1996
640,644,Happy Weekend,Comedy,1996
641,645,Nelly & Monsieur Arnaud,Drama,1995
642,647,Courage Under Fire,Drama|War,1996
643,648,Mission: Impossible,Action|Adventure|Mystery,1996
644,649,Cold Fever (Á köldum klaka),Comedy|Drama,1994
645,650,Moll Flanders,Drama,1996
646,651,"Superweib, Das",Comedy,1996
647,652,"301, 302",Mystery,1995
648,653,Dragonheart,Action|Adventure|Fantasy,1996
649,654,Und keiner weint mir nach,Drama|Romance,1996
650,655,Mutters Courage,Comedy,1995
651,656,Eddie,Comedy,1996
652,657,Yankee Zulu,Comedy|Drama,1994
653,658,Billy's Holiday,Drama,1995
654,659,Purple Noon,Crime|Thriller,1960
655,660,August,Drama,1996
656,661,James and the Giant Peach,Animation|Children's|Musical,1996
657,662,Fear,Thriller,1996
658,663,Kids in the Hall: Brain Candy,Comedy,1996
659,664,Faithful,Comedy,1996
660,665,Underground,War,1995
661,666,All Things Fair,Drama,1996
662,667,Bloodsport 2,Action,1995
663,668,Pather Panchali,Drama,1955
664,669,Aparajito,Drama,1956
665,670,The World of Apu (Apur Sansar),Drama,1959
666,671,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi,1996
667,672,Tarantella,Drama,1995
668,673,Space Jam,Adventure|Animation|Children's|Comedy|Fantasy,1996
669,674,Barbarella,Adventure|Sci-Fi,1968
670,675,Hostile Intentions,Action|Drama|Thriller,1994
671,676,They Bite,Drama,1996
672,678,Some Folks Call It a Sling Blade,Drama|Thriller,1993
673,679,The Run of the Country,Drama,1995
674,680,Alphaville,Sci-Fi,1965
675,681,Clean Slate (Coup de Torchon),Crime,1981
676,682,Tigrero: A Film That Was Never Made,Documentary|Drama,1994
677,683,"The Eye of Vichy (Oeil de Vichy, L')",Documentary,1993
678,684,Windows,Drama,1980
679,685,It's My Party,Drama,1995
680,687,Country Life,Drama|Romance,1994
681,688,Operation Dumbo Drop,Action|Adventure|Comedy|War,1995
682,690,"The Promise (Versprechen, Das)",Romance,1994
683,691,Mrs. Winterbourne,Comedy|Romance,1996
684,692,Solo,Action|Sci-Fi|Thriller,1996
685,693,Under the Domin Tree (Etz Hadomim Tafus),Drama,1994
686,694,The Substitute,Action,1996
687,695,True Crime (1995),Mystery|Thriller,1995
688,696,Butterfly Kiss,Thriller,1995
689,697,Feeling Minnesota,Drama|Romance,1996
690,698,Delta of Venus,Drama,1994
691,699,To Cross the Rubicon,Drama,1991
692,700,Angus,Comedy,1995
693,701,Daens,Drama,1992
694,702,Faces,Drama,1968
695,703,Boys,Drama,1996
696,704,The Quest,Action|Adventure,1996
697,705,Cosi,Comedy,1996
698,706,Sunset Park,Drama,1996
699,707,Mulholland Falls,Crime|Film-Noir|Thriller,1996
700,708,The Truth About Cats & Dogs,Comedy|Romance,1996
701,709,Oliver & Company,Animation|Children's,1988
702,710,Celtic Pride,Comedy,1996
703,711,Flipper,Adventure|Children's,1996
704,712,Captives,Drama,1994
705,713,Of Love and Shadows,Drama,1994
706,714,Dead Man,Western,1995
707,715,"The Horseman on the Roof (Hussard sur le toit, Le)",Drama,1995
708,716,Switchblade Sisters,Crime,1975
709,717,Mouth to Mouth (Boca a boca),Comedy,1995
710,718,The Visitors (Les Visiteurs),Comedy|Sci-Fi,1993
711,719,Multiplicity,Comedy,1996
712,720,Wallace & Gromit: The Best of Aardman Animation,Animation,1996
713,721,Halfmoon (Paul Bowles - Halbmond),Drama,1995
714,722,The Haunted World of Edward D. Wood Jr.,Documentary,1995
715,723,Two Friends,Drama,1986
716,724,The Craft,Drama|Horror,1996
717,725,The Great White Hype,Comedy,1996
718,726,Last Dance,Drama,1996
719,727,War Stories,Documentary,1995
720,728,Cold Comfort Farm,Comedy,1995
721,729,"Institute Benjamenta, or This Dream People Call Human Life",Drama,1995
722,730,The Low Life,Drama,1994
723,731,Heaven's Prisoners,Mystery|Thriller,1996
724,732,Original Gangstas,Crime,1996
725,733,The Rock,Action|Adventure|Thriller,1996
726,734,Getting Away With Murder,Comedy,1996
727,735,Cemetery Man (Dellamorte Dellamore),Comedy|Horror,1994
728,736,Twister,Action|Adventure|Romance|Thriller,1996
729,737,Barb Wire,Action|Sci-Fi,1996
730,738,"Garcu, Le",Drama,1995
731,739,Honigmond,Comedy,1996
732,741,Ghost in the Shell (Kokaku kidotai),Animation|Sci-Fi,1995
733,742,Thinner,Horror|Thriller,1996
734,743,Spy Hard,Comedy,1996
735,744,Brothers in Trouble,Drama,1995
736,745,A Close Shave,Animation|Comedy|Thriller,1995
737,746,Force of Evil,Film-Noir,1948
738,747,The Stupids,Comedy,1996
739,748,The Arrival,Action|Sci-Fi|Thriller,1996
740,749,The Man from Down Under,Drama,1943
741,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Sci-Fi|War,1963
742,751,Careful,Comedy,1992
743,752,Vermont Is For Lovers,Comedy|Romance,1992
744,753,A Month by the Lake,Comedy|Drama,1995
745,754,Gold Diggers: The Secret of Bear Mountain,Adventure|Children's,1995
746,755,Kim,Children's|Drama,1950
747,756,Carmen Miranda: Bananas Is My Business,Documentary,1994
748,757,Ashes of Time,Drama,1994
749,758,The Jar (Khomreh),Drama,1992
750,759,Maya Lin: A Strong Clear Vision,Documentary,1994
751,760,Stalingrad,War,1993
752,761,The Phantom,Adventure,1996
753,762,Striptease,Comedy|Crime,1996
754,763,The Last of the High Kings (a.k.a. Summer Fling),Drama,1996
755,764,Heavy,Drama|Romance,1995
756,765,Jack,Comedy|Drama,1996
757,766,I Shot Andy Warhol,Drama,1996
758,767,The Grass Harp,Drama,1995
759,768,Someone Else's America,Drama,1995
760,769,Marlene Dietrich: Shadow and Light,Documentary,1996
761,770,Costa Brava,Drama,1946
762,771,"Vie est belle, La (Life is Rosey)",Comedy|Drama,1987
763,772,Quartier Mozart,Comedy,1992
764,773,Touki Bouki (Journey of the Hyena),Drama,1973
765,774,Wend Kuuni (God's Gift),Drama,1982
766,775,Spirits of the Dead (Tre Passi nel Delirio),Horror,1968
767,776,Babyfever,Comedy|Drama,1994
768,777,Pharaoh's Army,War,1995
769,778,Trainspotting,Drama,1996
770,779,'Til There Was You,Drama|Romance,1997
771,780,Independence Day (ID4),Action|Sci-Fi|War,1996
772,781,Stealing Beauty,Drama,1996
773,782,The Fan,Thriller,1996
774,783,The Hunchback of Notre Dame,Animation|Children's|Musical,1996
775,784,The Cable Guy,Comedy,1996
776,785,Kingpin,Comedy,1996
777,786,Eraser,Action|Thriller,1996
778,787,The Gate of Heavenly Peace,Documentary,1995
779,788,The Nutty Professor (1996),Comedy|Fantasy|Romance|Sci-Fi,1996
780,789,"I, Worst of All (Yo, la peor de todas)",Drama,1990
781,790,An Unforgettable Summer,Drama,1994
782,791,"The Last Klezmer: Leopold Kozlowski, His Life and Music",Documentary,1995
783,792,A Hungarian Fairy Tale,Fantasy,1987
784,793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),Drama,1993
785,794,Midnight Dancers (Sibak),Comedy|Drama,1994
786,795,Somebody to Love,Drama,1994
787,796,A Very Natural Thing,Drama,1974
788,797,"The Old Lady Who Walked in the Sea (Vieille qui marchait dans la mer, La)",Comedy,1991
789,798,Daylight,Action|Adventure|Thriller,1996
790,799,The Frighteners,Comedy|Horror,1996
791,800,Lone Star,Drama|Mystery,1996
792,801,Harriet the Spy,Children's|Comedy,1996
793,802,Phenomenon,Drama|Romance,1996
794,803,Walking and Talking,Romance,1996
795,804,She's the One,Comedy|Romance,1996
796,805,A Time to Kill,Drama,1996
797,806,American Buffalo,Drama,1996
798,807,Les Rendezvous in Paris (Rendez-vous de Paris),Comedy|Romance,1995
799,808,Alaska,Adventure|Children's,1996
800,809,Fled,Action|Adventure,1996
801,810,Kazaam,Children's|Comedy|Fantasy,1996
802,811,"Bewegte Mann, Der",Comedy,1994
803,812,Magic Hunter,Drama,1994
804,813,Larger Than Life,Comedy,1996
805,814,A Boy Called Hate,Drama,1995
806,815,Power 98,Action|Mystery|Thriller,1995
807,816,Two Deaths,Drama,1995
808,818,A Very Brady Sequel,Comedy,1996
809,819,Stefano Quantestorie,Comedy|Drama,1993
810,820,"Death in the Garden (Mort en ce jardin, La)",Drama,1956
811,821,The Crude Oasis,Romance,1995
812,822,Hedd Wyn,Drama,1992
813,823,"Collectionneuse, La",Drama,1967
814,824,Kaspar Hauser,Drama,1993
815,825,Echte Kerle,Comedy|Romance,1996
816,826,Diebinnen,Drama,1995
817,827,"The Convent (Convento, O)",Drama,1995
818,828,The Adventures of Pinocchio,Adventure|Children's,1996
819,829,Joe's Apartment,Comedy|Musical,1996
820,830,The First Wives Club,Comedy,1996
821,831,Stonewall,Drama,1995
822,832,Ransom,Drama|Thriller,1996
823,833,High School High,Comedy,1996
824,834,Phat Beach,Comedy,1996
825,835,Foxfire,Drama,1996
826,836,Chain Reaction,Action|Adventure|Thriller,1996
827,837,Matilda,Children's|Comedy,1996
828,838,Emma,Comedy|Drama|Romance,1996
829,839,The Crow: City of Angels,Action|Thriller,1996
830,840,House Arrest,Comedy,1996
831,841,Eyes Without a Face,Horror,1959
832,842,Tales from the Crypt Presents: Bordello of Blood,Horror,1996
833,843,Lotto Land,Drama,1995
834,844,The Story of Xinghua,Drama,1993
835,845,The Day the Sun Turned Cold (Tianguo niezi),Drama,1994
836,846,Flirt,Drama,1995
837,847,The Big Squeeze,Comedy|Drama,1996
838,848,The Spitfire Grill,Drama,1996
839,849,Escape from L.A.,Action|Adventure|Sci-Fi|Thriller,1996
840,850,Cyclo,Crime|Drama,1995
841,851,Basquiat,Drama,1996
842,852,Tin Cup,Comedy|Romance,1996
843,853,Dingo,Drama,1992
844,854,The Ballad of Narayama (Narayama Bushiko) (1958),Drama,1958
845,855,Every Other Weekend,Drama,1990
846,856,Mille bolle blu,Comedy,1993
847,857,Crows and Sparrows,Drama,1949
848,858,The Godfather,Action|Crime|Drama,1972
849,859,The Hippie Revolution,Documentary,1996
850,860,"Maybe, Maybe Not (Bewegte Mann, Der)",Comedy,1994
851,861,Supercop,Action|Thriller,1992
852,862,Manny & Lo,Drama,1996
853,863,Celestial Clockwork,Comedy,1994
854,864,The Wife,Comedy|Drama,1995
855,865,Small Faces,Drama,1995
856,866,Bound,Crime|Drama|Romance|Thriller,1996
857,867,Carpool,Comedy|Crime,1996
858,868,Death in Brunswick,Comedy,1991
859,869,Kansas City,Crime,1996
860,870,Gone Fishin',Comedy,1997
861,871,Lover's Knot,Comedy,1996
862,872,Aiqing wansui,Drama,1994
863,873,Shadow of Angels (Schatten der Engel),Drama,1976
864,874,Killer: A Journal of Murder,Crime|Drama,1995
865,875,Nothing to Lose,Drama,1994
866,876,Police Story 4: Project S (Chao ji ji hua),Action,1993
867,877,Girls Town,Drama,1996
868,878,Bye-Bye,Drama,1995
869,879,The Relic,Horror,1997
870,880,The Island of Dr. Moreau,Sci-Fi|Thriller,1996
871,881,First Kid,Children's|Comedy,1996
872,882,The Trigger Effect,Drama|Thriller,1996
873,884,Sweet Nothing,Drama,1995
874,885,Bogus,Children's|Drama|Fantasy,1996
875,886,Bulletproof,Action,1996
876,887,Talk of Angels,Drama,1998
877,888,Land Before Time III: The Time of the Great Giving,Animation|Children's,1995
878,889,1-900,Romance,1994
879,890,Baton Rouge,Thriller,1988
880,891,Halloween: The Curse of Michael Myers,Horror|Thriller,1995
881,892,Twelfth Night,Comedy|Drama|Romance,1996
882,893,Mother Night,Drama,1996
883,894,Liebelei,Romance,1933
884,895,Venice/Venice,Drama,1992
885,896,Wild Reeds,Drama,1994
886,897,For Whom the Bell Tolls,Adventure|War,1943
887,898,The Philadelphia Story,Comedy|Romance,1940
888,899,Singin' in the Rain,Musical|Romance,1952
889,900,An American in Paris,Musical|Romance,1951
890,901,Funny Face,Comedy|Musical,1957
891,902,Breakfast at Tiffany's,Drama|Romance,1961
892,903,Vertigo,Mystery|Thriller,1958
893,904,Rear Window,Mystery|Thriller,1954
894,905,It Happened One Night,Comedy,1934
895,906,Gaslight,Mystery|Thriller,1944
896,907,The Gay Divorcee,Comedy|Musical|Romance,1934
897,908,North by Northwest,Drama|Thriller,1959
898,909,The Apartment,Comedy|Drama,1960
899,910,Some Like It Hot,Comedy|Crime,1959
900,911,Charade,Comedy|Mystery|Romance|Thriller,1963
901,912,Casablanca,Drama|Romance|War,1942
902,913,The Maltese Falcon,Film-Noir|Mystery,1941
903,914,My Fair Lady,Musical|Romance,1964
904,915,Sabrina (1954),Comedy|Romance,1954
905,916,Roman Holiday,Comedy|Romance,1953
906,917,The Little Princess,Children's|Drama,1939
907,918,Meet Me in St. Louis,Musical,1944
908,919,The Wizard of Oz,Adventure|Children's|Drama|Musical,1939
909,920,Gone with the Wind,Drama|Romance|War,1939
910,921,My Favorite Year,Comedy,1982
911,922,Sunset Blvd. (a.k.a. Sunset Boulevard),Film-Noir,1950
912,923,Citizen Kane,Drama,1941
913,924,2001: A Space Odyssey,Drama|Mystery|Sci-Fi|Thriller,1968
914,925,Golden Earrings,Adventure|Romance,1947
915,926,All About Eve,Drama,1950
916,927,The Women,Comedy,1939
917,928,Rebecca,Romance|Thriller,1940
918,929,Foreign Correspondent,Thriller,1940
919,930,Notorious,Film-Noir|Romance|Thriller,1946
920,931,Spellbound,Mystery|Romance|Thriller,1945
921,932,An Affair to Remember,Romance,1957
922,933,To Catch a Thief,Comedy|Romance|Thriller,1955
923,934,Father of the Bride,Comedy,1950
924,935,The Band Wagon,Comedy|Musical,1953
925,936,Ninotchka,Comedy|Romance,1939
926,937,Love in the Afternoon,Comedy|Romance,1957
927,938,Gigi,Musical,1958
928,939,The Reluctant Debutante,Comedy|Drama,1958
929,940,The Adventures of Robin Hood,Action|Adventure,1938
930,941,The Mark of Zorro,Adventure,1940
931,942,Laura,Crime|Film-Noir|Mystery,1944
932,943,The Ghost and Mrs. Muir,Drama|Romance,1947
933,944,Lost Horizon,Drama,1937
934,945,Top Hat,Comedy|Musical|Romance,1935
935,946,To Be or Not to Be,Comedy|Drama|War,1942
936,947,My Man Godfrey (1936),Comedy,1936
937,948,Giant,Drama,1956
938,949,East of Eden,Drama,1955
939,950,The Thin Man,Mystery,1934
940,951,His Girl Friday,Comedy,1940
941,952,Around the World in 80 Days,Adventure|Comedy,1956
942,953,It's a Wonderful Life,Drama,1946
943,954,Mr. Smith Goes to Washington,Drama,1939
944,955,Bringing Up Baby,Comedy,1938
945,956,Penny Serenade,Drama|Romance,1941
946,957,The Scarlet Letter (1926),Drama,1926
947,958,Lady of Burlesque,Comedy|Mystery,1943
948,959,Of Human Bondage,Drama,1934
949,960,Angel on My Shoulder,Crime|Drama,1946
950,961,Little Lord Fauntleroy,Drama,1936
951,962,They Made Me a Criminal,Crime|Drama,1939
952,963,The Inspector General,Musical,1949
953,964,Angel and the Badman,Western,1947
954,965,The 39 Steps,Thriller,1935
955,966,A Walk in the Sun,Drama,1945
956,967,The Outlaw,Western,1943
957,968,Night of the Living Dead,Horror|Sci-Fi,1968
958,969,The African Queen,Action|Adventure|Romance|War,1951
959,970,Beat the Devil,Comedy|Drama,1954
960,971,Cat on a Hot Tin Roof,Drama,1958
961,972,The Last Time I Saw Paris,Drama,1954
962,973,Meet John Doe,Drama,1941
963,974,Algiers,Drama|Romance,1938
964,975,Something to Sing About,Comedy|Musical,1937
965,976,A Farewell to Arms,Romance|War,1932
966,977,Moonlight Murder,Mystery,1936
967,978,"The Blue Angel (Blaue Engel, Der)",Drama,1930
968,979,Nothing Personal,Drama|War,1995
969,980,In the Line of Duty 2,Action,1987
970,981,Dangerous Ground,Drama,1997
971,982,Picnic,Drama,1955
972,983,Madagascar Skin,Romance,1995
973,984,The Pompatus of Love,Comedy|Drama,1996
974,985,Small Wonders,Documentary,1996
975,986,Fly Away Home,Adventure|Children's,1996
976,987,Bliss,Drama|Romance,1997
977,988,Grace of My Heart,Comedy|Drama,1996
978,989,Schlafes Bruder (Brother of Sleep),Drama,1995
979,990,Maximum Risk,Action|Adventure|Thriller,1996
980,991,Michael Collins,Drama|War,1996
981,992,The Rich Man's Wife,Thriller,1996
982,993,Infinity,Drama,1996
983,994,Big Night,Drama,1996
984,996,Last Man Standing,Action|Drama|Western,1996
985,997,Caught,Drama|Thriller,1996
986,998,Set It Off,Action|Crime,1996
987,999,2 Days in the Valley,Crime,1996
988,1000,Curdled,Crime,1996
989,1001,The Associate (L'Associe),Comedy,1982
990,1002,Ed's Next Move,Comedy,1996
991,1003,Extreme Measures,Drama|Thriller,1996
992,1004,The Glimmer Man,Action|Thriller,1996
993,1005,D3: The Mighty Ducks,Children's|Comedy,1996
994,1006,The Chamber,Drama,1996
995,1007,The Apple Dumpling Gang,Children's|Comedy|Western,1975
996,1008,"Davy Crockett, King of the Wild Frontier",Western,1955
997,1009,Escape to Witch Mountain,Adventure|Children's|Fantasy,1975
998,1010,The Love Bug,Children's|Comedy,1969
999,1011,Herbie Rides Again,Adventure|Children's|Comedy,1974
1000,1012,Old Yeller,Children's|Drama,1957
1001,1013,The Parent Trap (1961),Children's|Drama,1961
1002,1014,Pollyanna,Children's|Comedy|Drama,1960
1003,1015,Homeward Bound: The Incredible Journey,Adventure|Children's,1993
1004,1016,The Shaggy Dog,Children's|Comedy,1959
1005,1017,Swiss Family Robinson,Adventure|Children's,1960
1006,1018,That Darn Cat! (1965),Children's|Comedy|Mystery,1965
1007,1019,"20,000 Leagues Under the Sea",Adventure|Children's|Fantasy|Sci-Fi,1954
1008,1020,Cool Runnings,Comedy,1993
1009,1021,Angels in the Outfield,Children's|Comedy,1994
1010,1022,Cinderella,Animation|Children's|Musical,1950
1011,1023,Winnie the Pooh and the Blustery Day,Animation|Children's,1968
1012,1024,The Three Caballeros,Animation|Children's|Musical,1945
1013,1025,The Sword in the Stone,Animation|Children's,1963
1014,1026,So Dear to My Heart,Children's|Drama,1949
1015,1027,Robin Hood: Prince of Thieves,Drama,1991
1016,1028,Mary Poppins,Children's|Comedy|Musical,1964
1017,1029,Dumbo,Animation|Children's|Musical,1941
1018,1030,Pete's Dragon,Adventure|Animation|Children's|Musical,1977
1019,1031,Bedknobs and Broomsticks,Adventure|Children's|Musical,1971
1020,1032,Alice in Wonderland,Animation|Children's|Musical,1951
1021,1033,The Fox and the Hound,Animation|Children's,1981
1022,1034,Freeway,Crime,1996
1023,1035,The Sound of Music,Musical,1965
1024,1036,Die Hard,Action|Thriller,1988
1025,1037,The Lawnmower Man,Action|Sci-Fi|Thriller,1992
1026,1038,Unhook the Stars,Drama,1996
1027,1039,Synthetic Pleasures,Documentary,1995
1028,1040,The Secret Agent,Drama,1996
1029,1041,Secrets & Lies,Drama,1996
1030,1042,That Thing You Do!,Comedy,1996
1031,1043,To Gillian on Her 37th Birthday,Drama|Romance,1996
1032,1044,Surviving Picasso,Drama,1996
1033,1045,Love Is All There Is,Comedy|Drama,1996
1034,1046,Beautiful Thing,Drama|Romance,1996
1035,1047,The Long Kiss Goodnight,Action|Thriller,1996
1036,1049,The Ghost and the Darkness,Action|Adventure,1996
1037,1050,Looking for Richard,Documentary|Drama,1996
1038,1051,Trees Lounge,Drama,1996
1039,1052,The Proprietor,Drama,1996
1040,1053,Normal Life,Crime|Drama,1996
1041,1054,Get on the Bus,Drama,1996
1042,1055,Shadow Conspiracy,Thriller,1997
1043,1056,Jude,Drama,1996
1044,1057,Everyone Says I Love You,Comedy|Musical|Romance,1996
1045,1058,Bitter Sugar (Azucar Amargo),Drama,1996
1046,1059,William Shakespeare's Romeo and Juliet,Drama|Romance,1996
1047,1060,Swingers,Comedy|Drama,1996
1048,1061,Sleepers,Crime|Drama,1996
1049,1062,The Sunchaser,Drama,1996
1050,1063,Johns,Drama,1996
1051,1064,Aladdin and the King of Thieves,Animation|Children's|Comedy,1996
1052,1065,The Woman in Question,Mystery,1950
1053,1066,Shall We Dance?,Comedy|Musical|Romance,1937
1054,1067,A Damsel in Distress,Comedy|Musical|Romance,1937
1055,1068,Crossfire,Crime|Film-Noir,1947
1056,1069,"Murder, My Sweet",Film-Noir|Thriller,1944
1057,1070,Macao,Adventure,1952
1058,1071,For the Moment,Romance|War,1994
1059,1073,Willy Wonka and the Chocolate Factory,Adventure|Children's|Comedy|Fantasy,1971
1060,1075,The Sexual Life of the Belgians,Comedy,1994
1061,1076,The Innocents,Thriller,1961
1062,1077,Sleeper,Comedy|Sci-Fi,1973
1063,1078,Bananas,Comedy|War,1971
1064,1079,A Fish Called Wanda,Comedy,1988
1065,1080,Monty Python's Life of Brian,Comedy,1979
1066,1081,Victor/Victoria,Comedy|Musical,1982
1067,1082,The Candidate,Drama,1972
1068,1083,The Great Race,Comedy|Musical,1965
1069,1084,Bonnie and Clyde,Crime|Drama,1967
1070,1085,The Old Man and the Sea,Adventure|Drama,1958
1071,1086,Dial M for Murder,Mystery|Thriller,1954
1072,1087,Madame Butterfly,Musical,1995
1073,1088,Dirty Dancing,Musical|Romance,1987
1074,1089,Reservoir Dogs,Crime|Thriller,1992
1075,1090,Platoon,Drama|War,1986
1076,1091,Weekend at Bernie's,Comedy,1989
1077,1092,Basic Instinct,Mystery|Thriller,1992
1078,1093,The Doors,Drama|Musical,1991
1079,1094,The Crying Game,Drama|Romance|War,1992
1080,1095,Glengarry Glen Ross,Drama,1992
1081,1096,Sophie's Choice,Drama,1982
1082,1097,E.T. the Extra-Terrestrial,Children's|Drama|Fantasy|Sci-Fi,1982
1083,1098,The Search for One-eye Jimmy,Comedy,1996
1084,1099,A Christmas Carol,Drama,1938
1085,1100,Days of Thunder,Action|Romance,1990
1086,1101,Top Gun,Action|Romance,1986
1087,1102,American Strays,Action,1996
1088,1103,Rebel Without a Cause,Drama,1955
1089,1104,A Streetcar Named Desire,Drama,1951
1090,1105,Children of the Corn IV: The Gathering,Horror,1996
1091,1106,The Leopard Son,Documentary,1996
1092,1107,Loser (1991),Comedy,1991
1093,1108,Prerokbe Ognja,Documentary,1995
1094,1109,Charm's Incidents,Drama,1996
1095,1110,Bird of Prey,Action,1996
1096,1111,Microcosmos (Microcosmos: Le peuple de l'herbe),Documentary,1996
1097,1112,Palookaville,Action|Drama,1996
1098,1113,The Associate,Comedy,1996
1099,1114,The Funeral,Drama,1996
1100,1115,Sleepover,Comedy|Drama,1995
1101,1116,A Single Girl (La Fille Seule),Drama,1995
1102,1117,The Eighth Day (Le Huitième jour ),Drama,1996
1103,1118,Tashunga,Adventure|Western,1995
1104,1119,Drunks,Drama,1997
1105,1120,The People vs. Larry Flynt,Drama,1996
1106,1121,Glory Daze,Drama,1996
1107,1122,Plutonium Circus,Documentary,1995
1108,1123,A Perfect Candidate,Documentary,1996
1109,1124,On Golden Pond,Drama,1981
1110,1125,The Return of the Pink Panther,Comedy,1974
1111,1126,Drop Dead Fred,Comedy|Fantasy,1991
1112,1127,The Abyss,Action|Adventure|Sci-Fi|Thriller,1989
1113,1128,The Fog,Horror,1980
1114,1129,Escape from New York,Action|Adventure|Sci-Fi|Thriller,1981
1115,1130,The Howling,Horror,1980
1116,1131,Jean de Florette,Drama,1986
1117,1132,Manon of the Spring (Manon des sources),Drama,1986
1118,1133,Talking About Sex,Comedy|Drama,1994
1119,1134,Johnny 100 Pesos,Action|Drama,1993
1120,1135,Private Benjamin,Comedy,1980
1121,1136,Monty Python and the Holy Grail,Comedy,1974
1122,1137,Hustler White,Romance,1996
1123,1138,Dadetown,Documentary,1995
1124,1139,Everything Relative,Drama,1996
1125,1140,Entertaining Angels: The Dorothy Day Story,Drama,1996
1126,1141,Hoogste tijd,Drama,1995
1127,1142,Get Over It,Drama,1996
1128,1143,Three Lives and Only One Death,Comedy,1996
1129,1144,The Line King: Al Hirschfeld,Documentary,1996
1130,1145,Snowriders,Documentary,1996
1131,1146,Curtis's Charm,Comedy|Drama,1995
1132,1147,When We Were Kings,Documentary,1996
1133,1148,The Wrong Trousers,Animation|Comedy,1993
1134,1149,JLG/JLG - autoportrait de décembre,Documentary|Drama,1994
1135,1150,"The Return of Martin Guerre (Retour de Martin Guerre, Le)",Drama,1982
1136,1151,Faust,Animation|Comedy|Thriller,1994
1137,1152,He Walked by Night,Crime|Film-Noir|Thriller,1948
1138,1153,Raw Deal,Film-Noir,1948
1139,1154,T-Men,Film-Noir,1947
1140,1155,The Invitation (Zaproszenie),Drama,1986
1141,1156,"The Children Are Watching us (Bambini ci guardano, I)",Drama,1942
1142,1157,"Symphonie pastorale, La",Drama,1946
1143,1158,Here Comes Cookie,Comedy,1935
1144,1159,Love in Bloom,Romance,1935
1145,1160,Six of a Kind,Comedy,1934
1146,1161,"The Tin Drum (Blechtrommel, Die)",Drama,1979
1147,1162,The Ruling Class,Comedy,1972
1148,1163,Mina Tannenbaum,Drama,1994
1149,1164,Two or Three Things I Know About Her,Drama,1966
1150,1165,The Bloody Child,Drama|Thriller,1996
1151,1166,Farmer & Chase,Comedy,1995
1152,1167,Dear God,Comedy,1996
1153,1168,Bad Moon,Horror,1996
1154,1169,American Dream,Documentary,1990
1155,1170,Best of the Best 3: No Turning Back,Action,1995
1156,1171,Bob Roberts,Comedy,1992
1157,1172,Cinema Paradiso,Comedy|Drama|Romance,1988
1158,1173,The Cook the Thief His Wife & Her Lover,Drama,1989
1159,1174,Grosse Fatigue,Comedy,1994
1160,1175,Delicatessen,Comedy|Sci-Fi,1991
1161,1176,The Double Life of Veronique (La Double Vie de Véronique),Drama,1991
1162,1177,Enchanted April,Drama,1991
1163,1178,Paths of Glory,Drama|War,1957
1164,1179,The Grifters,Crime|Drama|Film-Noir,1990
1165,1180,Hear My Song,Comedy,1991
1166,1181,The Shooter,Action,1995
1167,1183,The English Patient,Drama|Romance|War,1996
1168,1184,Mediterraneo,Comedy|War,1991
1169,1185,My Left Foot,Drama,1989
